	time	range_hot	range_hot_high	range_hot_low	range_cold	range_cold_high	range_cold_low
387	2774	99.0	99.0	98.0	50.0	50.0	50.0
388	2776	99.0	99.0	98.0	50.0	50.0	50.0
389	2778	99.0	99.0	98.0	50.0	50.0	50.0
390	2780	99.0	99.0	98.0	50.0	50.0	50.0
391	2782	99.0	99.0	98.0	50.0	50.0	50.0
392	2784	99.0	99.0	98.0	50.0	50.0	50.0
393	2786	99.0	99.0	98.0	50.0	50.0	50.0
394	2788	99.0	99.0	98.0	50.0	50.0	50.0
395	2790	99.0	99.0	98.0	50.0	50.0	50.0
396	2792	99.0	99.25	98.0	50.0	50.0	50.0
397	2794	99.0	99.0	98.0	50.0	50.0	50.0
398	2796	99.0	99.25	98.0	50.0	50.0	50.0
399	2798	99.0	99.0	98.0	50.0	50.0	50.0
400	2800	99.0	99.0	98.0	50.0	50.0	50.0
401	2802	99.0	99.0	98.0	50.0	50.0	50.0
402	2804	99.0	99.0	98.0	50.0	50.0	50.0
403	2806	99.0	99.0	98.0	50.0	50.0	50.0
404	2808	99.0	99.0	98.0	50.0	50.0	50.0
405	2810	99.0	99.0	98.0	50.0	50.0	50.0
406	2812	99.0	99.0	98.0	50.0	50.0	50.0
407	2814	99.0	99.0	98.0	50.0	50.0	50.0
408	2816	99.0	99.0	98.0	50.0	50.0	50.0
409	2818	99.0	99.0	98.0	50.0	50.0	50.0
410	2820	99.0	99.0	98.0	50.0	50.0	50.0
411	2822	99.0	99.0	98.0	50.0	50.0	50.0
412	2824	99.0	99.0	98.0	50.0	50.0	50.0
413	2826	99.0	99.0	98.0	50.0	50.0	50.0
414	2828	99.0	99.0	98.0	50.0	50.0	50.0
415	2830	99.0	99.0	98.0	50.0	50.0	50.0
416	2832	99.0	99.0	98.0	50.0	50.0	50.0
417	2834	99.0	99.0	98.0	50.0	50.0	50.0
418	2836	99.0	99.0	98.0	50.0	50.0	50.0
419	2838	99.0	99.0	98.0	50.0	50.0	50.0
420	2840	99.0	99.0	98.0	50.0	50.0	50.0
421	2842	99.0	99.0	98.0	50.0	50.0	50.0
422	2844	99.0	99.0	98.0	50.0	50.0	50.0
423	2846	99.0	99.0	98.0	50.0	50.0	50.0
424	2848	99.0	99.0	98.0	50.0	50.0	50.0
425	2850	99.0	99.0	98.0	50.0	50.0	50.0
426	2852	99.0	99.0	98.0	50.0	50.0	50.0
427	2854	99.0	99.0	98.0	50.0	50.0	50.0
428	2856	99.0	99.0	98.0	50.0	50.0	50.0
429	2858	99.0	99.0	98.0	50.0	50.0	50.0
430	2860	99.0	99.0	98.0	50.0	50.0	50.0
431	2862	99.0	99.0	98.0	50.0	50.0	50.0
432	2864	99.0	99.0	98.0	50.0	50.0	50.0
433	2866	99.0	99.0	98.0	50.0	50.0	50.0
434	2868	99.0	99.25	98.0	50.0	50.0	50.0
435	2870	99.0	99.0	98.0	50.0	50.0	50.0
436	2872	99.0	99.0	98.0	50.0	50.0	50.0
437	2874	99.0	99.0	98.0	50.0	50.0	50.0
438	2876	99.0	99.0	98.0	50.0	50.0	50.0
439	2878	99.0	99.0	99.0	50.0	50.0	50.0
440	2880	99.0	99.0	99.0	50.0	50.0	50.0
441	2882	99.0	99.0	99.0	50.0	50.0	50.0
442	2884	99.0	99.0	98.0	50.0	50.0	50.0
443	2886	99.0	99.0	98.0	50.0	50.0	50.0
444	2888	99.0	99.0	98.0	50.0	50.0	50.0
445	2890	99.0	99.0	98.0	50.0	50.0	50.0
446	2892	99.0	99.0	98.0	50.0	50.0	50.0
447	2894	99.0	99.0	98.75	50.0	50.0	50.0
448	2896	99.0	99.0	98.75	50.0	50.0	50.0
449	2898	99.0	99.0	98.0	50.0	50.0	50.0
